Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,CompetitionDistance_was_missing,CompetitionOpenSince_was_missing,Suspicious_Zero_Sales
564,5,2015-04-17,6515,553,1,1,0,0,d,c,6540.0,8.0,2010.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",False,True,False
564,4,2015-07-09,6124,517,1,0,0,1,d,c,6540.0,8.0,2010.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",False,True,False
565,2,2014-04-01,8017,877,1,1,0,0,a,c,160.0,7.0,2007.0,0,,,,False,False,False
566,4,2013-05-09,0,0,0,0,a,1,a,a,3620.0,8.0,2010.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",False,True,False
566,1,2013-11-25,4333,533,1,0,0,0,a,a,3620.0,8.0,2010.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",False,True,False
567,5,2013-11-01,0,0,0,0,a,1,c,a,1010.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",False,False,False
567,2,2014-02-04,7383,854,1,1,0,0,c,a,1010.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",False,False,False
568,2,2013-04-02,3715,346,1,0,0,1,d,c,4270.0,8.0,2010.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",False,True,False
568,6,2014-01-18,5594,489,1,0,0,0,d,c,4270.0,8.0,2010.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",False,True,False
569,4,2014-06-12,5010,740,1,0,0,0,a,a,1340.0,9.0,2006.0,0,,,,False,False,False
569,6,2014-12-27,3296,406,1,0,0,0,a,a,1340.0,9.0,2006.0,0,,,,False,False,False
569,1,2015-01-12,5983,746,1,1,0,0,a,a,1340.0,9.0,2006.0,0,,,,False,False,False
569,2,2015-04-07,5490,762,1,0,0,1,a,a,1340.0,9.0,2006.0,0,,,,False,False,False
570,5,2013-04-19,4051,643,1,0,0,0,a,a,180.0,11.0,2006.0,0,,,,False,False,False
570,3,2014-09-10,3096,544,1,0,0,0,a,a,180.0,11.0,2006.0,0,,,,False,False,False
570,2,2015-01-13,4862,700,1,1,0,0,a,a,180.0,11.0,2006.0,0,,,,False,False,False
571,3,2013-04-10,6547,492,1,1,0,0,d,a,2110.0,11.0,1995.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",False,False,False
571,2,2013-10-01,5635,439,1,0,0,0,d,a,2110.0,11.0,1995.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",False,False,False
571,5,2013-12-20,11927,839,1,1,0,0,d,a,2110.0,11.0,1995.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",False,False,False
573,4,2013-03-14,2426,264,1,0,0,0,a,a,1190.0,11.0,2012.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct",False,False,False
574,2,2015-07-28,11684,752,1,1,0,0,d,a,4400.0,8.0,2010.0,0,,,,False,True,False
575,5,2014-05-23,6101,560,1,1,0,0,a,a,960.0,5.0,2008.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",False,False,False
576,6,2014-08-23,5423,897,1,0,0,0,c,a,50.0,11.0,2006.0,0,,,,False,False,False
578,4,2014-02-06,7386,652,1,1,0,0,d,a,12700.0,4.0,2013.0,0,,,,False,False,False
578,1,2014-05-12,6972,705,1,0,0,0,d,a,12700.0,4.0,2013.0,0,,,,False,False,False
578,1,2015-03-16,9981,847,1,1,0,0,d,a,12700.0,4.0,2013.0,0,,,,False,False,False
579,1,2015-02-02,11680,1112,1,1,0,0,c,a,20970.0,11.0,2012.0,0,,,,False,False,False
579,6,2015-03-14,7976,874,1,0,0,0,c,a,20970.0,11.0,2012.0,0,,,,False,False,False
581,2,2014-11-04,8240,810,1,1,0,0,a,a,7250.0,12.0,2013.0,0,,,,False,False,False
582,1,2013-02-04,9770,1042,1,1,0,0,a,a,120.0,8.0,2010.0,0,,,,False,True,False
582,7,2014-01-12,0,0,0,0,0,0,a,a,120.0,8.0,2010.0,0,,,,False,True,False
582,3,2015-07-22,5215,738,1,0,0,0,a,a,120.0,8.0,2010.0,0,,,,False,True,False
583,4,2013-02-28,4043,469,1,0,0,0,a,a,2640.0,11.0,2002.0,0,,,,False,False,False
583,2,2014-12-02,6177,549,1,1,0,0,a,a,2640.0,11.0,2002.0,0,,,,False,False,False
584,3,2013-01-23,4617,413,1,1,0,0,d,a,1360.0,8.0,2010.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",False,True,False
584,7,2013-02-24,0,0,0,0,0,0,d,a,1360.0,8.0,2010.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",False,True,False
584,1,2014-04-07,3629,368,1,0,0,0,d,a,1360.0,8.0,2010.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",False,True,False
585,2,2014-08-12,3900,644,1,0,0,1,d,c,440.0,4.0,2014.0,0,,,,False,False,False
586,6,2013-06-08,15248,2702,1,0,0,0,a,c,250.0,10.0,2008.0,0,,,,False,False,False
586,6,2014-09-06,15534,2845,1,0,0,0,a,c,250.0,10.0,2008.0,0,,,,False,False,False
587,3,2014-03-26,7529,529,1,0,0,0,d,c,330.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",False,False,False
588,3,2013-09-04,5221,653,1,0,0,0,d,c,15720.0,3.0,2010.0,0,,,,False,False,False
588,4,2013-12-26,0,0,0,0,c,1,d,c,15720.0,3.0,2010.0,0,,,,False,False,False
588,1,2014-01-20,6624,696,1,1,0,0,d,c,15720.0,3.0,2010.0,0,,,,False,False,False
588,4,2015-04-23,5035,618,1,0,0,0,d,c,15720.0,3.0,2010.0,0,,,,False,False,False
590,1,2014-12-29,4491,365,1,0,0,1,d,c,4520.0,9.0,2010.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",False,False,False
590,7,2015-03-01,0,0,0,0,0,0,d,c,4520.0,9.0,2010.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",False,False,False
591,6,2013-01-12,3817,335,1,0,0,0,a,c,3340.0,8.0,2010.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",False,True,False
591,7,2013-06-30,0,0,0,0,0,0,a,c,3340.0,8.0,2010.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",False,True,False
591,6,2014-03-08,3717,338,1,0,0,0,a,c,3340.0,8.0,2010.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",False,True,False
591,5,2015-06-05,8091,645,1,1,0,1,a,c,3340.0,8.0,2010.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",False,True,False
592,2,2013-03-26,5548,710,1,1,0,1,a,a,2540.0,6.0,2005.0,0,,,,False,False,False
592,4,2013-07-04,6387,825,1,1,0,0,a,a,2540.0,6.0,2005.0,0,,,,False,False,False
592,3,2014-01-01,0,0,0,0,a,1,a,a,2540.0,6.0,2005.0,0,,,,False,False,False
592,1,2014-06-02,6817,754,1,1,0,0,a,a,2540.0,6.0,2005.0,0,,,,False,False,False
592,4,2015-02-12,3379,499,1,0,0,0,a,a,2540.0,6.0,2005.0,0,,,,False,False,False
593,5,2013-12-27,10898,1368,1,0,0,1,a,c,33060.0,3.0,2010.0,0,,,,False,False,False
593,3,2015-03-25,6582,902,1,0,0,0,a,c,33060.0,3.0,2010.0,0,,,,False,False,False
594,4,2013-01-10,3751,416,1,1,0,0,a,a,1790.0,10.0,2011.0,0,,,,False,False,False
595,4,2013-12-05,22157,2315,1,1,0,0,c,c,1130.0,6.0,2015.0,0,,,,False,False,False
595,5,2014-06-06,14643,1728,1,1,0,0,c,c,1130.0,6.0,2015.0,0,,,,False,False,False
595,5,2015-01-09,13783,1585,1,1,0,0,c,c,1130.0,6.0,2015.0,0,,,,False,False,False
596,5,2013-10-18,4130,707,1,0,0,0,c,a,290.0,9.0,2006.0,0,,,,False,False,False
596,4,2014-05-01,0,0,0,1,a,0,c,a,290.0,9.0,2006.0,0,,,,False,False,False
596,1,2014-12-08,4640,741,1,0,0,0,c,a,290.0,9.0,2006.0,0,,,,False,False,False
596,7,2014-12-21,0,0,0,0,0,0,c,a,290.0,9.0,2006.0,0,,,,False,False,False
597,6,2013-06-01,4670,681,1,0,0,0,a,a,150.0,9.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec",False,False,False
597,6,2014-12-27,3667,547,1,0,0,0,a,a,150.0,9.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec",False,False,False
597,3,2015-07-08,5098,697,1,0,0,0,a,a,150.0,9.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec",False,False,False
599,2,2013-04-16,7392,773,1,0,0,0,d,c,580.0,11.0,2014.0,0,,,,False,False,False
599,2,2013-09-24,8432,737,1,1,0,0,d,c,580.0,11.0,2014.0,0,,,,False,False,False
599,7,2014-08-17,0,0,0,0,0,0,d,c,580.0,11.0,2014.0,0,,,,False,False,False
599,6,2014-10-18,12703,1080,1,0,0,0,d,c,580.0,11.0,2014.0,0,,,,False,False,False
599,4,2015-07-09,8310,759,1,0,0,0,d,c,580.0,11.0,2014.0,0,,,,False,False,False
600,6,2013-11-09,7085,661,1,0,0,0,d,c,17340.0,6.0,2010.0,1,9.0,2011.0,"Feb,May,Aug,Nov",False,False,False
600,2,2014-05-13,4397,446,1,0,0,0,d,c,17340.0,6.0,2010.0,1,9.0,2011.0,"Feb,May,Aug,Nov",False,False,False
601,2,2013-07-23,3360,323,1,0,0,1,d,a,8220.0,4.0,2014.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",False,False,False
601,6,2013-10-26,4307,421,1,0,0,0,d,a,8220.0,4.0,2014.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",False,False,False
602,7,2013-03-24,0,0,0,0,0,0,a,a,2710.0,7.0,2001.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",False,False,False
603,6,2013-09-21,5039,738,1,0,0,0,a,a,340.0,4.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",False,False,False
603,2,2014-05-06,9176,1197,1,1,0,0,a,a,340.0,4.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",False,False,False
604,7,2013-01-06,0,0,0,0,a,0,d,a,10950.0,3.0,2014.0,0,,,,False,False,False
604,3,2013-04-03,7041,540,1,0,0,1,d,a,10950.0,3.0,2014.0,0,,,,False,False,False
604,1,2014-01-27,6323,522,1,0,0,0,d,a,10950.0,3.0,2014.0,0,,,,False,False,False
604,3,2015-02-04,8000,573,1,1,0,0,d,a,10950.0,3.0,2014.0,0,,,,False,False,False
604,3,2015-03-25,5347,432,1,0,0,0,d,a,10950.0,3.0,2014.0,0,,,,False,False,False
606,7,2015-04-05,0,0,0,0,0,0,a,a,2260.0,11.0,2007.0,0,,,,False,False,False
608,1,2013-05-27,12155,1125,1,1,0,0,a,c,18370.0,2.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",False,False,False
608,7,2013-06-02,0,0,0,0,0,0,a,c,18370.0,2.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",False,False,False
608,2,2013-11-26,8932,1020,1,0,0,0,a,c,18370.0,2.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",False,False,False
608,7,2014-12-07,0,0,0,0,0,0,a,c,18370.0,2.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",False,False,False
609,3,2013-10-02,4929,550,1,0,0,1,a,a,2070.0,9.0,2007.0,0,,,,False,False,False
609,6,2014-11-15,2614,275,1,0,0,0,a,a,2070.0,9.0,2007.0,0,,,,False,False,False
609,7,2015-05-03,0,0,0,0,0,0,a,a,2070.0,9.0,2007.0,0,,,,False,False,False
610,4,2015-04-30,5327,687,1,1,0,0,a,a,660.0,1.0,2007.0,0,,,,False,False,False
612,2,2015-03-10,4971,319,1,0,0,0,d,c,2490.0,11.0,2012.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",False,False,False
613,1,2014-07-21,6090,932,1,0,0,1,c,a,250.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",False,False,False
614,4,2014-11-20,6665,839,1,0,0,0,a,a,1160.0,12.0,2012.0,0,,,,False,False,False
614,1,2015-03-09,6312,936,1,0,0,0,a,a,1160.0,12.0,2012.0,0,,,,False,False,False
615,6,2013-05-25,8956,1198,1,0,0,0,d,a,730.0,8.0,2007.0,0,,,,False,False,False
615,1,2015-05-25,0,0,0,0,a,0,d,a,730.0,8.0,2007.0,0,,,,False,False,False
615,3,2015-07-29,11177,1242,1,1,0,1,d,a,730.0,8.0,2007.0,0,,,,False,False,False
616,2,2013-04-30,12185,1139,1,1,0,0,a,c,3040.0,8.0,2011.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",False,False,False
616,4,2013-08-29,9053,839,1,1,0,1,a,c,3040.0,8.0,2011.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",False,False,False
616,3,2014-04-02,9674,893,1,1,0,0,a,c,3040.0,8.0,2011.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",False,False,False
616,1,2014-06-02,12678,1091,1,1,0,0,a,c,3040.0,8.0,2011.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",False,False,False
616,1,2015-04-27,10439,963,1,1,0,0,a,c,3040.0,8.0,2011.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",False,False,False
616,7,2015-05-24,0,0,0,0,0,0,a,c,3040.0,8.0,2011.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",False,False,False
620,3,2014-06-18,8352,775,1,1,0,1,d,c,5440.0,8.0,2010.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",False,True,False
620,6,2015-05-09,10193,888,1,0,0,0,d,c,5440.0,8.0,2010.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",False,True,False
621,6,2013-09-28,4370,632,1,0,0,0,a,a,30.0,7.0,2002.0,0,,,,False,False,False
622,2,2014-05-20,4233,408,1,1,0,0,a,c,2325.0,8.0,2010.0,0,,,,True,True,False
623,3,2013-08-07,6406,708,1,0,0,1,a,a,4080.0,3.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",False,False,False
623,2,2015-05-12,6602,841,1,0,0,0,a,a,4080.0,3.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",False,False,False
624,6,2013-02-23,4161,438,1,0,0,0,a,c,6920.0,9.0,2011.0,0,,,,False,False,False
624,1,2013-11-18,10367,900,1,1,0,0,a,c,6920.0,9.0,2011.0,0,,,,False,False,False
624,7,2014-12-21,0,0,0,0,0,0,a,c,6920.0,9.0,2011.0,0,,,,False,False,False
624,5,2015-04-24,5884,624,1,0,0,0,a,c,6920.0,9.0,2011.0,0,,,,False,False,False
626,4,2013-10-17,7788,737,1,0,0,0,c,c,10740.0,11.0,2013.0,0,,,,False,False,False
627,4,2014-08-21,5228,548,1,1,0,1,c,c,3970.0,3.0,2010.0,0,,,,False,False,False
627,1,2015-03-23,5471,589,1,0,0,0,c,c,3970.0,3.0,2010.0,0,,,,False,False,False
628,5,2013-02-15,4759,683,1,0,0,0,a,c,2180.0,8.0,2010.0,0,,,,False,True,False
628,6,2014-02-15,3489,475,1,0,0,0,a,c,2180.0,8.0,2010.0,0,,,,False,True,False
628,3,2015-06-24,4571,635,1,0,0,0,a,c,2180.0,8.0,2010.0,0,,,,False,True,False
629,3,2013-11-27,6271,594,1,0,0,0,d,a,510.0,7.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",False,False,False
629,2,2015-06-16,7399,581,1,1,0,0,d,a,510.0,7.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",False,False,False
630,6,2013-01-05,2564,298,1,0,0,0,a,a,1690.0,4.0,2015.0,0,,,,False,False,False
630,1,2013-03-25,11086,1113,1,1,0,1,a,a,1690.0,4.0,2015.0,0,,,,False,False,False
631,4,2013-01-10,5212,643,1,1,0,0,d,c,2870.0,8.0,2010.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",False,True,False
631,4,2013-02-14,4123,589,1,0,0,0,d,c,2870.0,8.0,2010.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",False,True,False
631,5,2013-09-13,5460,683,1,1,0,0,d,c,2870.0,8.0,2010.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",False,True,False
631,3,2014-04-02,5551,635,1,1,0,0,d,c,2870.0,8.0,2010.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",False,True,False
632,6,2013-05-18,7029,925,1,0,0,0,a,a,3350.0,2.0,2010.0,0,,,,False,False,False
632,7,2013-08-11,0,0,0,0,0,0,a,a,3350.0,2.0,2010.0,0,,,,False,False,False
634,4,2013-09-19,5164,575,1,0,0,0,d,a,18610.0,8.0,2010.0,0,,,,False,True,False
634,4,2014-05-15,5550,628,1,0,0,0,d,a,18610.0,8.0,2010.0,0,,,,False,True,False
634,5,2014-08-15,6053,684,1,0,0,1,d,a,18610.0,8.0,2010.0,0,,,,False,True,False
636,2,2014-01-28,3543,523,1,0,0,0,c,a,720.0,10.0,2004.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",False,False,False
637,2,2013-11-26,7194,633,1,0,0,0,d,c,9790.0,8.0,2010.0,1,31.0,2009.0,"Feb,May,Aug,Nov",False,True,False
638,6,2015-01-03,6457,519,1,0,0,0,d,a,10170.0,11.0,2001.0,0,,,,False,False,False
640,4,2013-05-09,0,0,0,0,a,0,d,c,8040.0,8.0,2010.0,0,,,,False,True,False
640,7,2015-06-21,0,0,0,0,0,0,d,c,8040.0,8.0,2010.0,0,,,,False,True,False
641,4,2013-09-05,5009,573,1,0,0,0,a,c,610.0,12.0,2003.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",False,False,False
641,1,2014-05-12,4593,529,1,0,0,0,a,c,610.0,12.0,2003.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",False,False,False
641,3,2014-07-09,3765,354,1,0,0,1,a,c,610.0,12.0,2003.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",False,False,False
642,2,2013-05-07,3583,500,1,0,0,0,c,c,530.0,4.0,2005.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",False,False,False
642,7,2014-08-17,0,0,0,0,0,0,c,c,530.0,4.0,2005.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",False,False,False
643,1,2015-01-12,8321,987,1,1,0,0,a,a,230.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",False,False,False
643,2,2015-07-21,6756,922,1,0,0,1,a,a,230.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",False,False,False
644,4,2015-07-02,8366,925,1,1,0,0,c,a,4030.0,12.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",False,False,False
645,6,2013-12-28,8953,1269,1,0,0,0,a,a,90.0,8.0,2010.0,1,45.0,2009.0,"Feb,May,Aug,Nov",False,True,False
645,5,2014-07-04,8726,1122,1,1,0,0,a,a,90.0,8.0,2010.0,1,45.0,2009.0,"Feb,May,Aug,Nov",False,True,False
645,4,2014-07-31,17289,1742,1,1,0,1,a,a,90.0,8.0,2010.0,1,45.0,2009.0,"Feb,May,Aug,Nov",False,True,False
648,1,2014-09-01,10813,898,1,1,0,0,d,a,2130.0,12.0,2008.0,0,,,,False,False,False
649,6,2014-07-12,1511,176,1,0,0,0,a,a,14570.0,11.0,2002.0,0,,,,False,False,False
649,7,2014-12-21,0,0,0,0,0,0,a,a,14570.0,11.0,2002.0,0,,,,False,False,False
649,7,2015-01-04,0,0,0,0,0,0,a,a,14570.0,11.0,2002.0,0,,,,False,False,False
651,5,2013-10-11,7665,952,1,1,0,0,a,a,200.0,8.0,2010.0,0,,,,False,True,False
651,7,2014-08-17,0,0,0,0,0,0,a,a,200.0,8.0,2010.0,0,,,,False,True,False
651,6,2015-05-09,8010,935,1,0,0,0,a,a,200.0,8.0,2010.0,0,,,,False,True,False
653,4,2013-01-31,5902,510,1,0,0,0,d,c,7520.0,7.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov",False,False,False
653,6,2015-04-25,4677,392,1,0,0,0,d,c,7520.0,7.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov",False,False,False
654,6,2015-04-11,2808,286,1,0,0,0,c,a,6930.0,9.0,2006.0,0,,,,False,False,False
656,1,2013-02-11,2252,335,1,0,0,0,d,a,410.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",False,False,False
656,3,2014-12-17,3692,373,1,1,0,0,d,a,410.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",False,False,False
657,7,2013-02-03,0,0,0,0,0,0,c,c,80.0,1.0,2006.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",False,False,False
657,4,2013-03-28,9315,1088,1,1,0,1,c,c,80.0,1.0,2006.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",False,False,False
657,1,2014-03-31,15610,1453,1,1,0,0,c,c,80.0,1.0,2006.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",False,False,False
657,2,2015-04-21,5558,831,1,0,0,0,c,c,80.0,1.0,2006.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",False,False,False
658,3,2013-12-04,8093,725,1,1,0,0,d,c,520.0,8.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",False,True,False
658,3,2015-06-10,5137,529,1,0,0,0,d,c,520.0,8.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",False,True,False
658,4,2015-06-25,4466,501,1,0,0,0,d,c,520.0,8.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",False,True,False
661,2,2014-06-24,5494,501,1,0,0,0,d,c,2140.0,7.0,2013.0,0,,,,False,False,False
662,5,2013-11-08,9943,912,1,1,0,0,d,a,1070.0,8.0,2010.0,0,,,,False,True,False
662,5,2015-06-19,10824,866,1,1,0,0,d,a,1070.0,8.0,2010.0,0,,,,False,True,False
663,1,2014-12-22,9319,1213,1,0,0,1,a,c,7860.0,5.0,2005.0,0,,,,False,False,False
665,7,2013-03-24,0,0,0,0,0,0,a,a,90.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",False,False,False
665,4,2014-03-20,7803,1228,1,1,0,0,a,a,90.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",False,False,False
666,7,2013-03-17,0,0,0,0,0,0,c,c,2700.0,8.0,2010.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",False,True,False
666,4,2013-06-20,6381,573,1,1,0,0,c,c,2700.0,8.0,2010.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",False,True,False
667,4,2015-06-04,8325,757,1,1,0,0,d,c,2870.0,9.0,2012.0,0,,,,False,False,False
668,2,2013-06-11,7388,986,1,0,0,0,c,a,1270.0,9.0,2010.0,0,,,,False,False,False
668,3,2013-12-18,13517,1549,1,1,0,0,c,a,1270.0,9.0,2010.0,0,,,,False,False,False
668,7,2014-06-08,0,0,0,0,0,0,c,a,1270.0,9.0,2010.0,0,,,,False,False,False
669,6,2013-12-14,5495,418,1,0,0,0,d,a,17080.0,7.0,2012.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",False,False,False
669,5,2014-05-23,5414,449,1,1,0,0,d,a,17080.0,7.0,2012.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",False,False,False
670,5,2013-09-06,5291,648,1,0,0,1,a,a,2060.0,8.0,2010.0,1,45.0,2009.0,"Feb,May,Aug,Nov",False,True,False
671,6,2013-12-28,5494,525,1,0,0,0,a,c,2070.0,2.0,2008.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct",False,False,False
671,6,2015-02-07,6132,540,1,0,0,0,a,c,2070.0,2.0,2008.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct",False,False,False
672,4,2014-03-13,6061,1005,1,0,0,0,c,a,240.0,9.0,2002.0,0,,,,False,False,False
672,1,2015-02-09,5595,1064,1,0,0,1,c,a,240.0,9.0,2002.0,0,,,,False,False,False
673,6,2013-03-30,9188,748,1,0,0,0,d,c,15170.0,8.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov",False,True,False
673,5,2013-08-30,7715,620,1,1,0,1,d,c,15170.0,8.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov",False,True,False
673,3,2014-05-07,8004,603,1,1,0,0,d,c,15170.0,8.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov",False,True,False
674,1,2013-11-25,6611,955,1,0,0,0,a,a,2640.0,12.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov",False,False,False
676,1,2013-05-20,11610,1970,1,0,a,0,b,b,1410.0,9.0,2008.0,0,,,,False,False,False
676,7,2013-10-06,10100,1779,1,0,0,0,b,b,1410.0,9.0,2008.0,0,,,,False,False,False
676,3,2013-11-13,6578,1666,1,0,0,0,b,b,1410.0,9.0,2008.0,0,,,,False,False,False
677,2,2013-06-25,5573,510,1,0,0,0,d,a,1740.0,6.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov",False,False,False
677,7,2014-03-02,0,0,0,0,0,0,d,a,1740.0,6.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov",False,False,False
678,4,2014-01-30,5234,688,1,0,0,0,c,a,3250.0,8.0,2010.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",False,True,False
678,3,2014-02-12,5174,732,1,0,0,0,c,a,3250.0,8.0,2010.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",False,True,False
679,2,2013-07-02,11139,1069,1,1,0,1,a,a,4140.0,9.0,2012.0,0,,,,False,False,False
679,5,2013-08-02,10028,1129,1,1,0,1,a,a,4140.0,9.0,2012.0,0,,,,False,False,False
681,3,2013-03-13,2304,390,1,0,0,0,a,c,620.0,8.0,2010.0,1,1.0,2014.0,"Mar,Jun,Sept,Dec",False,True,False
681,4,2013-11-07,3176,508,1,1,0,0,a,c,620.0,8.0,2010.0,1,1.0,2014.0,"Mar,Jun,Sept,Dec",False,True,False
682,2,2013-11-26,12171,1908,1,0,0,0,b,a,150.0,9.0,2006.0,0,,,,False,False,False
682,5,2014-10-17,11309,1839,1,0,0,0,b,a,150.0,9.0,2006.0,0,,,,False,False,False
682,2,2014-11-25,15216,2172,1,1,0,0,b,a,150.0,9.0,2006.0,0,,,,False,False,False
683,5,2014-06-06,10273,970,1,1,0,0,a,a,2850.0,7.0,2014.0,0,,,,False,False,False
684,4,2013-10-17,5100,442,1,0,0,0,d,c,680.0,8.0,2010.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",False,True,False
685,1,2015-04-06,0,0,0,0,b,1,a,a,650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",False,False,False
686,3,2013-03-06,7000,853,1,1,0,0,a,a,20050.0,4.0,2002.0,0,,,,False,False,False
686,4,2013-09-19,5200,775,1,0,0,0,a,a,20050.0,4.0,2002.0,0,,,,False,False,False
686,1,2014-03-03,11442,1233,1,1,0,0,a,a,20050.0,4.0,2002.0,0,,,,False,False,False
687,2,2013-12-17,10898,887,1,1,0,0,d,c,2770.0,8.0,2010.0,0,,,,False,True,False
689,7,2013-09-15,0,0,0,0,0,0,d,a,15040.0,10.0,2004.0,0,,,,False,False,False
689,6,2014-03-29,4981,577,1,0,0,0,d,a,15040.0,10.0,2004.0,0,,,,False,False,False
689,2,2014-12-02,9259,823,1,1,0,0,d,a,15040.0,10.0,2004.0,0,,,,False,False,False
